trials_to_target, target_angle, feedback_timing, visible_bool, noise_std, impulse_response
2, 22.500000, 6x, 1, 0.100000, hrf
1, 157.500000, 6x, 1, 0.100000, blur
1, 67.500000, 6x, 1, 0.100000, delay
4, 90.000000, 6x, 0, 0.100000, delay
4, 135.000000, 6x, 0, 0.100000, blur
4, 45.000000, 6x, 0, 0.100000, hrf
3, 112.500000, 6x, 0, 0.100000, delay
8, 67.500000, 6x, 0, 0.100000, blur
3, 90.000000, 6x, 0, 0.100000, hrf
7, 22.500000, 6x, 0, 0.100000, blur
3, 45.000000, 6x, 0, 0.100000, delay
5, 67.500000, 6x, 0, 0.100000, hrf
11, 112.500000, 6x, 0, 0.100000, blur
3, 22.500000, 6x, 0, 0.100000, delay
2, 135.000000, 6x, 0, 0.100000, hrf
2, 135.000000, 6x, 0, 0.100000, delay
3, 90.000000, 6x, 0, 0.100000, blur
3, 157.500000, 6x, 0, 0.100000, hrf
1, 157.500000, 6x, 0, 0.100000, delay
2, 112.500000, 6x, 0, 0.100000, hrf
3, 45.000000, 6x, 0, 0.100000, blur
1, 22.500000, 6x, 0, 0.100000, delay
2, 157.500000, 6x, 0, 0.100000, hrf
9, 112.500000, 6x, 0, 0.100000, blur
6, 135.000000, 6x, 0, 0.100000, blur
1, 90.000000, 6x, 0, 0.100000, delay
5, 22.500000, 6x, 0, 0.100000, hrf
6, 90.000000, 6x, 0, 0.100000, blur
4, 45.000000, 6x, 0, 0.100000, delay
2, 112.500000, 6x, 0, 0.100000, hrf
9, 67.500000, 6x, 0, 0.100000, blur
4, 45.000000, 6x, 0, 0.100000, hrf
5, 67.500000, 6x, 0, 0.100000, delay
4, 67.500000, 6x, 0, 0.100000, hrf
9, 45.000000, 6x, 0, 0.100000, blur
6, 112.500000, 6x, 0, 0.100000, delay
4, 90.000000, 6x, 0, 0.100000, hrf
4, 157.500000, 6x, 0, 0.100000, blur
2, 135.000000, 6x, 0, 0.100000, delay
4, 135.000000, 6x, 0, 0.100000, hrf
5, 22.500000, 6x, 0, 0.100000, blur
7, 157.500000, 6x, 0, 0.100000, delay
2, 135.000000, 6x, 0, 0.100000, delay
3, 157.500000, 6x, 0, 0.100000, hrf
4, 22.500000, 6x, 0, 0.100000, blur
3, 90.000000, 6x, 0, 0.100000, hrf
2, 112.500000, 6x, 0, 0.100000, blur
3, 67.500000, 6x, 0, 0.100000, delay
5, 135.000000, 6x, 0, 0.100000, hrf
6, 135.000000, 6x, 0, 0.100000, blur
2, 45.000000, 6x, 0, 0.100000, delay
4, 157.500000, 6x, 0, 0.100000, delay
4, 67.500000, 6x, 0, 0.100000, blur
1, 67.500000, 6x, 0, 0.100000, hrf
3, 90.000000, 6x, 0, 0.100000, delay
6, 45.000000, 6x, 0, 0.100000, hrf
10, 90.000000, 6x, 0, 0.100000, blur
4, 112.500000, 6x, 0, 0.100000, delay
4, 45.000000, 6x, 0, 0.100000, blur
7, 112.500000, 6x, 0, 0.100000, hrf
4, 157.500000, 6x, 0, 0.100000, blur
2, 22.500000, 6x, 0, 0.100000, delay
2, 22.500000, 6x, 0, 0.100000, hrf
